UID,actual_time
avjT3Xet3B,32.43
D3O5edcu3z,41.66
gTAalFCodn,49.0
iJ3uaLYWEo,59.63
YSx8iLzKU7,94.26
2Rbqb3Px2J,104.53
sP4OmjcIlB,130.01
TlJc4BxzMw,13.51
9NPsCNJ8UK,62.35
ZHfuCzqKta,28.3
cDhevwRds1,10.68
MqdxQW82qc,33.07
4SFTVjDWBx,81.93
L0nS6tKj9V,28.14
BKwVsiZRKS,43.53
e4eNLoDtlY,15.49
aMEu7nMbj1,32.19
0n16cFg1B8,41.09
UormEJLKPC,148.0
b30ORYFP2m,178.45
wBDRc0xoWf,15.65
IWbN0IgrWz,27.32
kJDPVyutRi,122.34
z8txNhVdUo,92.2
QT8vUplUSy,124.64
6DCcuMu6yj,156.38
8icf0XcHkk,29.39
ly43Ow7eBL,28.03
MqhKaMHTAI,90.3
m0RvOrr4Jj,82.42
i5s9dKeKQa,79.99
vCUmDkCrNl,57.84
UBZz7kjI4Z,138.43
ESVjQkRHiI,46.19
SC5R5gKq7H,59.99
blO8kL1JjD,35.73
0fjaz69ObX,57.76
WwkpZ85jbK,27.18
NRxHU84s8L,107.18
texD5fPEzj,27.67
NB2hBpGaDB,54.25
hUQQqfRTwb,90.47
M8JYO6ayVb,26.64
BfslFPncp8,36.68
1fsSq3k99g,28.68
ZjXMw04JET,47.1
e6nuWGDZYl,26.48
CrnAasX9Zf,51.62
OjFwkrhRyv,10.69
h05CIJyMEO,28.32
DPEhScjrOM,49.58
zhvuHN0eWw,76.34
317j7fjwSn,13.49
wa2x1WSIjF,48.5
HpeL845djI,28.25
HTOB3S4AYi,13.67
eJ1hKEF6ax,107.0
tGQkaGTaPn,26.18
rWw38GDhVR,34.6
iRw4Zd9R4b,48.85
ax6xZx6opB,13.87
kaWabOtJVe,58.07
M6D59qbZx7,86.08
mg24PgXSmQ,100.18
JcMvcgzzYs,107.06
D9zToPY8P6,60.08
uKB3VNPJaf,69.45
Q4Bgw4TIUB,122.78
clIaAIZLZc,183.55
DczzcHDl2v,247.31
YBP3Dj7Cth,266.51
hWrh1G9qxC,11.85
nmVeScKDzO,28.18
YTBETRkjXW,46.6
SwE0QB1oup,33.06
8Gr4bazz4m,69.77
JfrsBvKPzP,87.32
7Uc4uUCAH6,102.59
UhAzf0YYuE,172.88
x0EfdzJolx,37.13
NuQeTCPS63,23.39
5Q5UsQD2au,27.7
F8X42X9m8u,22.98
xy2p4ibFlC,89.25
mc6MZO62of,44.28
WWOLaa9SpR,84.95
46DCUBM5Zg,117.83
7vVDkpF6fC,121.66
790x1Ir7kD,64.04
4gKPpFWEEY,14.07
8o5GgeKxAr,38.69
28PT7bz7ez,98.97
DlI6BJAePm,104.84
zKyItLTVSu,29.4
qZ2jyg09ZD,129.04
cPMxu9CZod,15.42
iR910Actri,97.68
RMoV9d8J5G,101.59
grOO6A0b5d,48.16
DPAP4FjOUf,56.19
q0GOIg0Ewp,14.9
GSx9qImb2l,28.83
HEFqgZfHD5,39.55
du5NCmKaqu,42.03
kxnvEh2f7Y,99.82
u4GpQ4TCpk,32.84
MaQizYhPXf,113.35
grlTVmkCT6,166.82
yC4YiE9vfp,23.45
8mIzuI62Fn,140.57
9jQXGZNi0y,26.14
t6pB4LfvGw,100.61
B2sOPQWvS6,30.85
JUF5LWnHeU,115.51
TOeLoPE83O,107.81
6TTcH7PPrq,18.04
b0M9226fyx,33.16
oCItdqrDR2,104.18
CrJgu94dua,105.5
iGjlGe0dUy,189.07
b5IaBsn8hp,176.57
V6FKMzOrLj,231.62
zheib54NKl,25.21
SLoQUhR0Hi,47.56
EI4JbX1PRA,15.06
43E0uZ0Jrp,24.53
Nnf5I7DuOR,30.32
iNu4wx222k,63.46
N4smyNPZQU,13.85
9pp177L06S,29.52
ME2xlWDggL,11.8
IyWe9aQGRm,12.61
lWP70cHmlH,68.96
wpK2RRWsfL,107.17
n1obIqajkt,27.23
CbekRoi6ga,56.61
Q3hRWJRHxi,40.44
hBwJerDKfz,26.96
jF9WyR8jCi,64.16
tLs0nChKec,174.34
mMCUTuPpWa,38.96
vSaifblUPS,50.01
jViaqEWKb0,27.44
gwnNvf9Cqz,78.43
aQyqlHJz9J,34.16
65c4rMCOXh,59.27
6QzJ1bVZ9t,97.09
SnqOuCqc7P,141.31
nk1ishzIyj,122.4
PS5g2CUoH6,13.56
gMEmBziaOK,30.48
DFnUl2TCeF,101.48
blZTkgdbyV,37.95
5z5WYFValW,59.72
B7hhOSTJns,115.22
XJ8NQLFkLn,162.57
RfbKmySsWx,241.67
iWE649trDv,280.1
YrhBbtkaZt,333.92
JOR1aTzN4k,366.58
luT7KJssaS,382.27
XNZHxFb8nk,423.99
5u0lbcrUZM,607.21
S98HSCgWGB,637.25
bhioeoFUI3,690.56
6Xv3gNeBvo,783.38
LBwMEGs19b,862.7
mZXh5A5Osm,1080.11
7blkt9jWEK,1140.75
pgmGloFnNO,1184.0
o7pEWUJ7Eu,1277.86
cjPNLBRKLa,1381.95
rvRYh516Xs,1401.83
lyNYZMJWnD,1583.35
fEdLILKuym,1696.25
NipwoX1YJc,1717.51
MulAJSjpif,1747.35
ncqkqODy3A,1765.36
oFBJGBZHg1,35.98
BwK22MyG2n,38.6
wPa6gjSbJR,64.6
z37GxD3jVo,26.85
1mLCVAXEod,33.08
XGeFNkSQKM,27.36
AIlA9oNYh1,95.19
4bgazr5Da3,31.1
v42uMcD7ZQ,25.91
QjOh5cJhrL,56.39
vrfXNpPH2s,25.89
b8T0UCAJrt,33.44
WldOkBKKde,146.21
1tNkdSMoGH,184.06
PjGl6hrccx,287.11
ZWcVqDFjnh,312.66
gf9ZvniiED,30.33
MbV8RsuhOx,53.09
sO37lZMVWL,28.35
xKAFUclcJ0,36.44
F49SYTbOLN,58.29
tDEIneRgFE,130.11
gAWLau3xjb,16.68
mfuPzP2z3V,28.43
XE2LIyQmiR,24.56
hRUxh819F2,44.59
XUkgalt9ji,55.97
1V7kjc2bB0,83.44
rhHA4DaAKE,77.13
V3Jn0YZrVR,29.1
mU32KlEpS8,51.19
vo5RuprdXD,41.86
8agt5qZBGG,64.34
iZWMnKKfC4,88.81
Xm2vMMqJaC,174.25
6c8gILgngx,347.9
PuMIypjqKD,385.61
fMCVGGGB2C,386.24
IUheOsIbZ3,580.7
Ui8QHTyAgW,674.75
4Qwd1sHMrt,783.5
dt01GDA5wL,1351.51
a5kGrMQZS1,1083.05
3krATyuilL,1595.59
T4KaxCbqjt,93.02
Yu9yd4QgBz,41.3
gO7nV8ulF1,57.3
Z9sL7oPCgz,54.79
85QD8wIKtt,55.2
WEfm2Y68h7,39.39
nLYzPW6CUy,46.43
YA2b0X8H1h,12.64
RbWC4ghk5G,101.19
GQEMeO8zfY,38.95
1WYgjKyCcx,84.73
AhdwhYS9cp,337.31
01ZSeBBDhw,145.08
mIJZ2C1Y9M,155.22
TEYPEYFzpJ,222.39
Cf8Q6GLPkH,228.71
rNMgEsjaBR,267.69
p0WGaqQcum,383.02
us8zDsftaU,25.98
z6JHlhlvEj,32.6
ZURsPJtWOH,26.79
9Zia0MqiIy,82.51
uKXR7MvWmx,38.87
FdU85xB4TM,89.38
K7RSME4IBJ,92.77
i5mPGgfapG,139.55
UcfVNoauwy,271.01
NFN5uKuQdb,38.28
zDDSgfUWFx,29.58
8OKeEShlNG,84.77
efXHvezyr3,11.2
WEZosEL8wq,26.81
oIE8nGILri,11.45
rjDdXZKeiP,23.81
h8UawzBpEo,36.15
Cw7gcgLzO6,33.5
KaYw6CCNDe,31.26
Om2ve9nDip,27.71
44EgMulBN2,660.02
QO0eXoczeh,666.56
SXJo8EjbZr,27.15
qUZhriw5LA,78.18
ocrJ658YHI,39.75
HmLdlBzMtq,31.66
QFzXdcKBHn,31.15
0XKJ7bOsWZ,36.15
PK539B9hxE,50.68
duAjx8Yj1R,118.1
J3szYLbRAS,173.54
IiSZZpxxbc,267.69
3pEc0L1pdZ,251.81
zrWxQmDGE4,383.53
YuEAT9V5DT,495.73
zJwlsXJGrZ,645.6
frXO7GXXc5,639.09
FXA6UTLQL4,657.48
W9y4J539tD,783.67
A89UIs53ql,807.5
2JLHcaSUhH,903.22
8JbFUaggus,942.3
Qhh5Uwcp1M,961.92
hZznM3F4nK,942.92
vTqWPEQzu7,982.95
tgmylyOy7n,1117.97
HrvXOURgKo,1158.9
c4lyIp1R1A,1182.67
BX7GeBJV9M,1226.67
NGCJOBko1M,1274.26
3tWwN7aYSK,1329.82
wwWOGp5eiA,1367.19
ZKNOpPDOV2,1408.87
LPhz3BVqIu,1498.32
UfSMIVQ7k5,1567.93
HatuFQorf0,1596.03
ZtcUmwaAgj,1684.99
kLBIhqmClB,1690.12
W9Ky5oVyAN,1743.42
JLSQ7Gqwm8,1797.23
TGWJO4fR7y,28.0
MldVc9Rb3V,57.27
K4GvojypSJ,130.09
eUzzTWYqDD,171.74
HV7zndfIvS,240.9
O3LCQLg0rv,269.5
yk92qiUp08,453.72
1eRRbBpKc5,511.68
qpklQP0jNx,534.09
BCs8jf3rnj,694.64
mFUeYECaqs,798.94
auwt6rzsQb,827.45
o7KoordjGv,990.39
dkeI7KyJfs,1091.63
lxFMzT5xcL,1167.59
Lg6EMKEkx1,30.18
12qNhWP5ma,57.5
grhJptA98S,167.69
mF7se0ECYm,76.3
QPPMqae716,106.68
2q9aj73D6p,29.91
ggvTZ8XaJp,127.15
Q8t2dD6blm,226.81
fVHDoplwgk,289.71
69lL2beSSV,315.49
IVXiHIrBWz,317.57
p8NZ3tX1iU,346.87
TsgzG6G0bF,10.15
uPeusQJywr,27.24
61UhvUABpr,38.07
pRWSAqdyfE,85.24
9LJt2paZ6C,179.76
dX4vTVqfts,199.49
y0qEpFUQRk,264.64
ikUrgA0y6K,370.77
sotZDg6qAM,450.93
YvGbFrVyFQ,199.73
fsFD4QPxKB,221.2
ovUKlsoMPm,220.93
FhuDM7kCnH,292.52
tQeGxNeKB0,393.62
D1dIIqd4Fg,411.19
cer6JaWwVm,536.87
N9GHICu6VG,677.84
AionzI3teK,888.9
t5NfLQHjQI,911.22
gwfvDgdsHF,966.97
NRpSqpMFZ7,1002.84
aVxDrA37qJ,1136.17
k5TnW01mD5,1146.76
CxaVDOj79T,1168.35
aEjaC2sLRb,1257.93
GX1D8SJA0V,1290.1
VFEJXXfBFN,1368.42
O6pfq6Q3r1,1412.85
TGBe8RJi3K,1472.5
N2QoGg1KSQ,1550.48
0ZlS7ON03P,38.59
AJUa7s3KDl,21.3
NL1e9ekesq,36.18
3YrF7BB7xX,54.06
CEYBFpObBA,62.62
OjnAKxAiSM,24.29
TORaJZPqfD,53.94
gdqi3nrcmJ,98.43
5EduBh1xi3,130.66
FOVPgV3wEy,158.04
LvXKHqFFZx,236.33
q8Nq9D0O9h,276.8
xu4AiN7q40,98.64
PYxW0aoWKY,207.78
8SE5ffKK0x,286.95
Ql4XwKiGu5,364.18
TBXXZ7RI6P,91.22
VMb6JTt3Kl,84.18
IKttmHG06d,169.54
XucM51hcOm,183.33
NJ1rub1QWP,29.97
rMZrhapgBX,14.59
K6WLUgl04V,43.41
JRkJehuWEY,52.3
fI0aUtqYrq,13.47
HW4Cco1vCq,25.37
n7Ic4y0c86,59.51
kBpJfoMS9e,38.62
dZyA0eSWnZ,74.37
NZ4UedNvnN,40.6
Zs07JHRaKb,58.67
x1ohM3Whux,15.58
cfBGgA5W7i,38.0
U6oeEh0OF2,92.79
fkAj5ATElP,10.51
25J41pRZwn,97.06
iLnTFESGDJ,55.78
iUUFn7ysZr,25.48
z7M59NdlrF,116.07
qpssj9eTii,131.89
4IZqc7HISt,27.93
UdUnEhdDkj,38.88
voQwZZ2NKh,44.82
Tr10yG9mG9,94.35
eSTYxEqfcz,19.69
Mti7P86g1n,31.82
yERxIfM6Xa,78.05
Yi9d8sddDt,117.52
n8p030eHV8,182.72
iYKWuZuI08,208.33
ZgHPTNK3T3,266.45
1ZLdyMlRdX,89.83
6hiJMDVKft,180.41
yTxqaUf7p2,247.52
p2T67djjvV,407.76
hzAQIKkUMC,463.3
tPyFxwBI6S,495.02
Om7EkqbA6y,537.48
ItseJ9zasP,571.73
bWoi2ckrnd,630.63
9fvL1Q5oDb,694.49
48eCxQyYhS,779.69
QYTC3cNR2g,899.55
ShyzzZMoiU,961.27
W5CH65vsDe,974.3
5rkSGtFM0V,1023.36
Q5irimDZK3,165.21
CyZoHsXMGw,192.29
mOqUe9YQad,242.23
9e4pZEpsJK,52.59
U0TFPEe9iU,11.4
Ujxq1OBWvL,28.66
ZyMndIyt1u,12.51
XxQIN0odo4,29.18
IgxGji9qjo,44.54
ecVLMwZyOh,12.01
zRCXWFCkhi,39.25
wI9hf1vESY,30.67
aTwflNlK0A,14.52
vlKIbYJfzp,26.85
Xbic4rFrqK,38.28
8zTPOUjj0Q,59.52
qKMMLXvVjs,50.85
LTyH1qy6gg,63.3
Rzd5V0iCn7,26.9
6Ie3l7AWK9,28.06
awJUnZdPsy,59.89
4VgTEyhzHW,98.81
WTWjXQfhCJ,30.97
Xbf6GPsy6P,47.73
wS45x41Hw1,67.89
XkCeahXe7W,95.2
y9oXcfqZPk,38.07
KRAJzQpg8N,36.04
2dnT1Sw0Y6,55.66
f0Pj98xd6S,10.14
1w02wwPuTa,28.1
VhyD0uqxbu,83.75
hp0Btz07hq,12.24
GQLNyPyrJP,42.05
Pr2ImKKFyW,50.43
wNExTbdBBf,11.95
mTd90Kc947,28.14
qa1N6FgXFa,41.86
RhQXFS1Ca6,59.04
whQisn71Iq,55.68
SExLUd4VPG,61.31
89QDr2lkyF,26.11
tkVxBDfgAz,100.44
EHlZyOVN3G,62.24
agZfNOTMpJ,241.56
gx5efMsV45,36.06
xfA3MR3Ej9,80.51
k2mosJyiwO,135.34
VWn4oW2wIL,176.75
tnbAdQo45V,217.75
K9zESaMsLb,252.85
xv46wa6WGN,369.86
kViy6qvkx1,384.18
z8sGz3wO7y,497.55
SbqonvX6sS,888.13
etiW0ABGhM,979.17
CMN5VUZJuZ,1038.6
Seth8IU7Te,1078.7
hZfxkH0cfh,1174.21
dGI5crapOb,1213.52
askibX5UgN,1260.89
jUa6lVMyJI,1272.12
ewyGUWb5rt,1437.68
F3JwNEGrKK,1525.9
IQADnMp28a,1780.55
yErnhFTugc,1922.81
45sslSIiuA,1963.27
0MA85mhNkY,1963.64
w2V3eLPY4F,2203.12
T90SavJUG8,2406.42
tBIRlwQpxx,2442.84
y9n0wCRJIo,2452.6
WLKOxH1Atl,2454.21
CiXnp2pXIQ,2465.3
8wcGS2ru62,2511.18
mjoSwOZCIp,153.95
xny56aFpjB,25.7
3ukhobMNXK,48.32
G1QMm2ZsI6,12.65
POZkXLCt3H,47.91
TzB4x9vs0I,32.26
sIdLTH1qSK,60.85
wUfwcUiTbn,153.9
Qeg0s8RAZE,29.9
0p7S8hh542,40.27
vNqmbKIZNT,45.16
B2cGqrMhdF,167.67
q3HcPsUK1C,87.07
hdgE7ZKJ3R,224.37
qDOf9g9Div,264.66
BiKexXfPKM,323.94
TwaZaEKqLC,51.69
BZ7YmtmrRR,25.97
GvHNu8yfie,65.94
2zNliA1w5j,27.3
DFJg1gA60O,49.56
QAZrAA2ovb,72.9
I0Q0pDIeib,134.84
v6ydiGamgP,151.98
xHPofD83RJ,238.87
rqqfxGOCwX,193.56
xFaciJ06S5,348.84
lMBRG0TJBY,498.76
3KpJjnkC2a,466.82
FHfGUrecXG,561.1
DctzymGfUX,550.4
Tz6DPxh3Ok,639.53
vREWEoQOF6,682.47
U7jUVKI3hN,713.71
V4jiJRLS9v,790.0
qdZrvee76L,815.24
iDPUO54sk5,857.91
S8y3ig4Nih,975.79
SYSbIhYwIG,1001.29
V7EPKPiprP,1149.02
SmMqczHuOk,1177.48
SyRHpTZlB5,1192.69
NMeKSChkF7,1255.88
nI1ARyWMMc,1386.38
cQmShyH3Sl,1410.86
oxa9m2rETS,1448.85
EqU5zR4Wgo,1482.98
ZFTKPl3XYl,1673.13
HlhyE6C5bC,1796.19
plhv6w1BNf,1954.15
2IT9vrVLhZ,2024.29
FkgGhRFE82,2081.25
LFC8Seca1w,2092.0
0mEw2X50ty,2177.74
wlYO6ceRC7,2203.57
cKfnTEOV4w,2301.4
6SA9b3Ao53,2262.72
mdzxuyJgHY,2285.47
ZyvF2G8XpB,11.9
XsHh958Vua,27.22
jLONgt87m4,16.73
4Sscgl4XDU,30.78
FfD4XG7voN,31.91
n7ajYbBMPA,37.27
fObCuExU3d,67.53
pIrhJwzVqK,71.73
2VLtSfVuVS,60.33
9F2LXx3JNG,95.5
H2LUQdkqZi,106.82
gvysqG9nmn,24.5
dMTb46bVqy,56.29
KLLL2cVHbt,193.38
ItFb4gLI24,255.04
CxLXOWoH26,280.29
lP8ihLp2nc,36.37
N5StQldYjT,130.18
mhpX7LfyMw,146.73
VkD5Hsb0e2,189.13
0KLWOdYBIB,241.62
CJTbkXfNSE,254.96
4SI94cEybU,293.64
XAjBqFr3cc,281.49
UsyodVYTG0,489.1
xDSQvjR1QR,572.9
4f4ygaDM6E,716.98
wcOtnmUsUY,731.49
hQ5qmrh8uz,12.31
NF0mx4vMmG,51.13
jkTdLVf2nn,12.91
DH4qkDmVMu,30.61
ZRMM2sJ35R,46.32
ZxbokcVhOr,59.05
Ba8GlAat8W,88.71
txTonMvRWf,183.37
fMoAHfsPsT,255.39
pb7xYdFQW7,300.72
mtBe4fwEqZ,338.7
nxGPbDOTWG,452.29
dtF4GIRvg4,569.42
UNjR8ViChI,739.07
gIpTtvMzmR,777.67
LXQY7Hv5Lq,820.9
lAFeAkSmue,852.23
eIfufUcvze,887.06
IPpqFMwKJI,927.11
rRbjeXl2Ze,921.81
uzQ0dWu69P,974.04
e1cnVbC9JI,35.73
bipzUYiyQS,86.44
vEmsgZDq5E,136.84
9SL9gBgyEt,170.62
y4kukI7kyB,204.82
KqHMw41yJA,236.73
WCMjgCBIf7,257.23
8eFCeqfQ8B,303.69
TdwIrCSmbv,341.43
MqhwrkLfCP,454.44
2y0rLVzbog,54.15
dWYgcXEWyt,84.1
1fCKmmIo8L,128.88
UrhFTcT9vs,237.3
1NNo8WYIkm,254.57
o3HWDm13iI,281.45
HaDWsYYbYX,473.6
qz23IviFhE,515.97
adGQ2faiGt,625.94
CIjYWNX3rp,743.56
xTgpaMqolF,48.57
W7xNMtSY99,169.06
3U9mF4GuqV,252.87
D8wfKT7b5m,338.49
M315RlDehn,398.37
U0MM9vEDHB,614.05
Sw8n2SqLAo,662.81
P0kmp6SkSR,898.69
sBiYtpq6sA,993.36
XSfMNqWdTz,1182.33
VvyDIH3KOA,1229.48
isXGmJevjI,26.99
6uY0xwU0hv,38.7
RzvBePBT5w,57.99
gglJUGzx02,80.01
uoY9JvntCx,25.39
uLea2b7Tdk,42.89
M9qPn8lQG9,58.75
cecZNYAAv7,70.93
ZAtfr96vs4,37.44
lt8skAi6gB,11.07
Z5qSRtS9up,48.12
W92lA2aTkB,66.31
URaumSzRWD,301.67
ZkuT2KljX9,29.62
ZeBmLpGfXE,77.85
qpNa1MFVGh,33.33
1DP874E02z,26.58
414K0OpE9E,124.57
2ZORYMH8Dy,29.9
vjc9LmqQkq,41.0
dVdR8SiEJi,73.03
2x7AIsN7Ph,86.58
2IThifZaXx,34.09
qt8paJVTi9,103.47
3aWu9RA9yw,107.36
quznf0bZ9r,186.77
PcC66EYCHE,170.74
adR9BwK8du,191.63
qmJNDNXex2,210.25
B6oarc1MdV,266.74
kIJkGZHSYL,549.67
DDV0xLXCYL,574.22
ctbotoGOmT,15.88
iRAWbzZaax,94.08
QBRYfwzlz3,127.48
wqiLr6plts,129.24
xUgasndOIP,111.19
SbJVzUz8cb,134.31
1pyXBEkeBF,165.87
4J8UzRr5j1,251.74
BslCaciQ66,300.61
wz4XM5t8lz,29.28
FoKJqPUanS,54.43
tdM5i3dSFM,104.97
kh5Qp7yQ0m,28.17
V74jHBszXV,75.85
3TKEOkTU86,133.73
8EOXNbOkpZ,240.51
f4mBjQFZ1j,300.59
Vjr6SqodRB,362.45
FvBVJMo6zn,467.97
lXpTlhx48p,412.26
jwuxPC2uwU,525.97
e19ZCqB88f,548.89
lS0SnY75MP,618.09
avfObKDsdB,672.43
7ZmesIh4tz,688.55
r1Kywtysgb,713.63
v7ma3JimYo,754.49
twxYlBvTUZ,864.82
rNztqHov0H,902.04
ijZ0uUvCii,1067.91
iJASTh03sT,1109.43
6qarlmUjFU,1172.41
vh8vsvn5ep,1251.32
5qpNilATCZ,1427.82
iG8jWJZg1F,1541.43
w36Lk154YN,1738.5
nnUcXbLkvI,1809.94
sLpyI4VNcB,1876.36
V9Gf67IvaZ,1895.48
ydwGhvmJN2,1949.81
PlIkBokcP9,2063.81
1ezMUG7CRk,2102.74
VSKWJgwRcd,2256.13
1BD1drxbTP,2267.13
kcE7I7caNP,2385.36
EHbmCyiOGi,2423.65
bDWYvcWP0C,2451.14
gSTdlkdrhx,2583.91
qsnbqWZoqR,2551.65
51m2BmmpAQ,12.55
ICGqqTzLHi,82.33
PTsGwJzGqL,81.64
PwoCgIBWnJ,106.87
qYpkpClQpO,123.63
ixxoZRSxQK,35.85
ua6jzhHHfC,13.99
D6fbyR0QvA,65.47
prWUeyyztd,74.56
c7GAjYOOgi,94.23
bUPsNGc8oS,97.56
GpxhhkNYyy,123.82
7peZ8qA3sk,123.36
nG2v6GNs23,118.89
gV12SiUotr,41.37
Q1NORjkEw2,60.43
knrjZeq4ZZ,12.07
fMifbvwIOt,32.35
gxYm4PEfBF,44.09
dq0futgMyk,26.07
eoW37VDyhK,26.75
JsZsJOLVGB,131.68
ZALoKh2BzK,242.63
fDWDibC1P3,383.21
6iXfQ8iCQk,407.1
NSgiBVxfK3,411.18
OoZ0BEvL2N,36.13
1Jy2rTCsPB,65.92
sRiG3bAtkL,25.47
eA1BqMuj8E,34.45
QWAEKN7vDs,85.25
vVkciKIz3d,67.01
iLpAqYy8vV,16.13
eaVyEsMK4i,28.19
Kg5Y0vnxki,47.38
OxOim8m9LN,78.11
m2Wdjp7odr,15.02
o0DBLumwfc,17.88
T6bg1oxzgl,49.07
IN6GamtYWB,135.69
d1k8i49K9L,231.06
12BBkNIRlZ,359.92
ZTA9lPTCWy,56.08
7s0CSlCzVX,167.88
Ntghcv0ICc,195.16
oPaY80n8qp,242.48
7LF2Koj8z8,257.75
ICRIrrNGJ6,282.24
JTNkUCB7j3,417.15
rnXCCpbUdq,547.21
tFrxuCN0ot,588.56
gbJfVZNB86,680.74
XbelrLdoOm,113.66
i0bDOMvM9e,183.19
UqG3lpwgdm,33.4
d5KIUQZM8D,60.01
0XQYaEAbhs,13.74
gF16LrvnLv,73.04
ffetayiN24,89.08
0ug92tPuLJ,37.04
KJi8QmZewr,63.85
ZD9n0uUWAG,27.65
l1FGNRkM20,45.64
NowBmi9hHa,26.46
ncvrJVwxiY,59.97
8b8iq1AIdj,40.79
WAmgGqT27n,55.14
JknbkXnuwV,94.6
u7EgV4FUgf,53.44
DfBa7Bm2iY,83.66
IiER4YV2kW,109.71
DIES8g0GT5,231.78
JEFgepIuNv,28.72
cZqt17A7Yk,41.03
ZwW2cnTEiz,68.35
kShPj0Q2eX,11.38
xeHlv8nZUA,32.72
30YC2GI6JU,106.85
rLMSnU2nd3,105.31
hyXSdz3zX7,57.64
HhkUgs8L3D,32.05
aWdTgbZhfN,105.18
ZWOWjWLEoL,33.0
gnvV721dgq,36.69
TS3VKuWN9f,55.2
epCayh3hie,27.42
FZKw0TC8VO,34.46
Lk2zA3CzAj,30.66
1jMdQWYT1x,60.88
ZiuRKb4Rpe,90.32
DQmtErCfR6,16.82
34WuPzYHE5,50.52
hmfQKwC3EH,135.11
srSsit0mU0,126.75
ng4hTFWq4Q,117.11
g9PV2Yc5vN,61.41
ebcTnH4FgJ,228.78
L2cKv2OZSq,248.75
kBNGbOGnpY,14.21
HBONpBJxeE,29.08
FxyGo7aU5U,31.49
NK8286aRWq,127.32
vI86uWUNhM,163.91
nrH5mrxqhx,129.78
iRAPxcm0Fy,35.61
gliN2uJX72,23.52
B5VpghJUJn,59.6
h6BzkDxe06,91.43
M0UmYMeo4I,125.61
swU2HIpY3l,252.01
7fuaE5h79Q,282.09
RxTZLKfuFa,417.96
j7VuhKQYiL,674.95
IgE3iPoviJ,70.76
5j2WVTxusB,129.32
KpdMZ1epB8,153.8
r9ZdlXFGgY,233.81
h076CMVaue,439.38
9Wr0kNstPM,434.27
QbnoCiOgMN,520.67
8QMZFUkshY,516.98
xSrBxMZUOV,539.7
HurIiArUYl,26.64
yUIediKjGD,67.72
Hc1JjCzSKW,108.78
x1a2nwh0Ru,124.05
AFUWFldzGR,23.62
tR2Hj8yfNf,27.16
eynTvpIqxY,54.38
FkKBZMv0Em,29.75
XtkxY3wEhU,56.95
nDUaAT8LW1,150.26
f8hBGzKfOz,229.46
Rg73iUggP5,27.79
jKS2fPZIC7,27.08
V9U7uC44k8,27.94
lcyjDWGPns,58.76
IRESsEHkRj,123.77
RUei8pf6gN,165.52
tJktUVJivz,42.79
bXN5dKUX18,33.63
fp9NUWzo4e,95.74
jxuBbmIDe9,86.02
WuHUyfWXfb,120.05
yxXFm08ZfL,181.29
NqVkbeHgLT,73.14
gGx7tPJBho,104.58
MHriwBZRuA,102.66
rAhETtSFh7,149.88
xiTrN3rvWc,150.97
3b7pxznIcg,165.58
IdYCJPhMp4,11.69
J32ZKolP67,24.96
GsEOpXD5zD,29.77
hCvWFO6ALi,32.89
hFm5vIL5lo,33.97
4WGNmUazhF,48.62
x9t3wZeKzX,28.19
LdnnnIkfJn,26.02
FJUZFcHler,90.45
7Frfal2bj8,166.24
VzmGizYC6n,170.56
OPFOfZhvJr,12.45
Iv6zzzDo9R,33.94
i0Wg29UFkA,26.64
bQ0xy95QjV,37.58
OqOhuAPFIK,42.44
bfmQENyAjo,30.25
y74UGUDHbv,28.46
cvMWJjw9FJ,45.81
2BLyjSCyAS,55.66
JXtHzxMMet,55.5
8gSAclilLL,99.98
cpevZmHAI4,226.65
MqrwxpDPuN,305.0
Y5E4DbtJhY,340.17
3QCCdxMhGv,426.41
e0WwQA9Hg6,582.85
FSIF9M3bss,614.41
FVTyoiTHTp,743.16
2rngoJxQZ9,902.23
68V2QGBnwF,25.24
Cp1IS8bCNw,65.88
mFMoG3ziPd,175.09
UXTwQlUSd2,260.85
ZvnGjgZ03X,267.81
h4b4b96Lqx,357.32
1PNDv9ePTK,337.53
HDVOjvhTAv,397.47
eIWcMCXtik,458.01
gSHXWcXEeS,462.66
J288fOrZL7,34.49
IPKo1vLDlR,141.17
kgdFrEWHBs,160.85
iJD54TOhGw,196.29
kMWNJMnADz,246.63
8qe1BAnW99,275.04
jjwd7cp7YB,292.26
VJJ6yaREXO,292.8
GsPJ9Jbn9Z,343.27
pruwMPMqu0,446.57
mWB7bQU2vF,433.25
qw4Kx4rOut,528.63
fNWfWoycpv,550.81
sIX65j6Nfz,573.84
Lgeuid19sg,626.21
xBEPbDaIJz,654.48
xEBZPDQOF8,684.83
GJyXiTk35R,797.94
hRuCdc8bnJ,883.29
vgPSr6Boks,897.36
5xyTBPBcKS,990.07
aHRqCoFw0v,1336.81
XhHiZALlpe,1365.46
9B4k9E0o3p,1518.56
t1W5NBTLpT,1624.99
2RWPCceWZs,1606.37
1TumoeF3TF,11.35
Y57z9eSX4r,85.42
46OscrF4Vm,25.41
xcRfgnEDYn,56.65
pAoJOFc4AH,38.79
b2oNNR9LJX,16.05
xgFfam6jFi,25.66
dJMDfyZLh6,72.13
knND5aX9tL,103.26
kp4VVoootG,178.24
dtWbnTrz8T,19.14
DdvEdfPvbA,56.14
uJvgPUYtBq,66.59
Xlfn6s9wfh,91.06
FMFMkcGBkP,195.49
